,0
186,"Dabartinė situacija aiški: studijų procesas Lietuvos mokyklose ir kai kuriose aukštosiose mokyklose, tarp jų ir Kauno technologijos universitete, buvo sustabdytas dviem savaitėms, kad ugdymo įstaigos suspėtų pasirengti tolimesniam masiniam nuotoliniam mokymui ir mokymuisi, kuris tęsis mažiausiai iki balandžio 13 dienos. Neatmetama galimybė, kad ir iki mokslo metų pabaigos."
187,"Tam tikros studijų proceso dalys ir net ištisos studijų programos universitetuose nuotoliniu būdu vykdomos jau seniai – tai jokia naujiena. Studentai džiaugiasi individualiu mokymosi tempu, praktinių užduočių atlikimu ir atsiskaitymu naudojant įvairiausias technologijas bei priemones. Tai – patogu, nes studentai nepririšami prie rutinos tarp universiteto sienų, o šiuolaikinių technologijų padedami jie įgauna reikiamų žinių ir įgūdžių. Šiuo atveju, viskas suprantama."
188,"Tačiau, kad tokios studijų programos būtų pilnai pradėtos vykdyti, universitetai rengiasi ne vienerius metus. Tam reikalingas didelis darbas: dėstytojų komandos suformavimas, plano paruošimas, naudojamų priemonių parengimas ir pritaikymas. Būtina tokia modulio dėstymo eiga, kuri ne tik išpildytų studijų planus, bet ir garantuotų pakankamą studentų įsitraukimą, o tą padaryti užtrunka."
189,"Vis dėlto šiandien, esant force majeure situacijai, laiko neturime – pasirengimui, kad ugdymo procesas, sustabdytas viduryje semestro, sklandžiai vyktų toliau, buvo skirtos tik dvi savaitės."
190,"Prisipažinsiu, nesu labai didelis nuotolinio mokymo(si) gerbėjas. Kokybine prasme tai – tam tikras bandymas kompensuoti tikrą veiklą. Žinoma, kai kuriems moduliams ar studijų programoms toks būdas – puiki išeitis. Tačiau kai kurių dalykų, ypatingai kalbant apie technologijų vystymą, vykdomus bandymus ir tyrimus, kurie yra neatsiejama kai kurių studijų programų Kauno technologijos universitete dalis, vykdyti nuotoliniu būdu nelabai įmanoma. Ir tai – didelė problema."
191,"Sunkiai įsivaizduoju, kaip galima būtų parengti inžinierių, kuris iki tol nebandęs visko pačiupinėti, nenaudojęs skirtingų metalų ar neišbandęs tam reikalingų įtaisų realybėje kokio nors roboto konstravimui."
192,"Kaip virtualioje aplinkoje atlikti chemijos ar fizikos laboratorinius darbus? Žinoma, pirmiausia galime viską apžvelgti ir įvertinti teoriniame lygmenyje, tada pasinaudoti papildytos ar virtualios realybės teikiamomis galimybėmis. Tačiau nusiėmus akinius realybėje situacija pasikeičia ir pasirodo, kad, pavyzdžiui, sunkio jėga veikia visiškai kitaip negu įsivaizdavo pasitelkdami virtualią realybę. Todėl virtuali aplinka gali tik dalinai kompensuoti prarastas fizines studijas, ypatingai techniškosiose specializacijose."
193,"Sunkiai įsivaizduoju, kaip galima būtų parengti inžinierių, kuris iki tol nebandęs visko pačiupinėti, nenaudojęs skirtingų metalų ar neišbandęs tam reikalingų įtaisų realybėje kokio nors roboto konstravimui. Atėjus dirbti į realią gamybą fizinė patirtis – būtina."
194,"Ten, kur reikalingas mokymasis, atliekant fizinius darbus, nuotolinis mokymas(is) tampa neįmanomas. Dėl šios situacijos atrodo keisti kai kurių švietimo įstaigų pranešimai apie visišką pasirengimą nuotoliniam ugdymui – kaip jūs esate pasiruošę? Kaip ketinate atlikti laboratorinius ir kitus praktinius darbus?"
195,"Kadangi galima situacija, kad šiuos mokslo metus teks pabaigti nuotoliniu būdu, iškyla didelis iššūkis dėstytojams ir studentams: privalome sugalvoti būdą, kaip kompensuoti studentų fizinių darbų neatlikimą, t. y. įvairių laboratorinių ir praktinių darbų užsiėmimus auditorijose."
196,"Pažvelkime į IT įrankius, be kurių nuotolinis mokymas neįmanomas. Reikalingos įvairios programos ir, žinoma, tiek švietimo specialistų, tiek besimokančiųjų informacinis raštingumas."
197,"Dar prieš pradedant nuotolinį mokymą svarbu, kad viskam būtų pasirengta, o programos išbandytos. Nuotolinėms studijoms būtina turėti atsarginius variantus, kanalus, per kuriuos jos bus vykdomos, ir užtikrinti, kad visi jais mokėtų naudotis. Pavyzdžiui, jei „Zoom“ neveikia, visi žino, kad skubiai pereinama prie „Microsoft Teams“, jei „Microsoft Teams“ neveikia – pasileidžiam „BigBlueButton“ ir pan."
198,"Labai aktualu, jei yra galimybės, kad programinė įranga, visa IT infrastruktūra, naudojama nuotolinėse studijose, kiek įmanoma būtų pačiose institucijose. Tarkim, programa „Microsoft Teams“, prasidėjus karantinui ir masiniam darbui iš namų, praktiškai visoje Europoje neveikė. Švietimo įstaigos tokiu atveju tik gali informuoti paslaugos teikėją apie sutrikimą, bet negali imtis jokių paslaugos atstatymo veiksmų. O paskaitos juk turi vykti numatytu laiku."
199,"Vadinasi, norint kokybės reikia, kad naudojama infrastruktūra nuotoliniam mokymui (pokalbiams, paskaitų transliavimui, laboratorinių darbų aprašų įkėlimui arba kažkokios specialios programinės įrangos panaudojimui) būtų institucijos IT infrastruktūra, kad ją būtų galima valdyti."
200,"Kyla klausimas, kokią infrastruktūrą turi institucijos Lietuvoje?"
201,"Dar vienas itin svarbus aspektas – studentų sąžiningumas. Kad ir kiek kalbėtume apie nuotolinių studijų galimybes, jų teikiamus privalumus, kurie leidžia dirbti ir mokytis per nuotolį, niekada negalime pasakyti, kas vyksta už kadro – galbūt atsiskaitymo metu kas nors stovi priešais ir studentui sufleruoja ar pateikia atsakymus."
202,"Nėra jokių technologinių priemonių, kurios užtikrintų, kad studentas, sėdėdamas namuose – nesukčiauja. Nuotoliniu būdu niekaip negalima to patikrinti, todėl vartotojų identifikavimas tampa labai didele problema. Be to, ne visose disciplinose atsiskaitoma egzamino forma."
203,"Tik iliuzija, kad galime sudaryti sąlygas nuotoliniam egzaminavimui. Šiuo atveju pritariu Švietimo, mokslo ir sporto ministerijos sprendimui atsisakyti ketvirtokų, aštuntokų ir dešimtokų vertinimo. Ypač jaunesniems mokiniams sutelkti dėmesį ir mokytis ar atsiskaitinėti per nuotolį bus nelengva."
204,"Be to, tikėtina, kad studentai nuotolinėmis studijomis manipuliuos, siekdami gauti geresnį vertinimą. Jau dabar gaunu laiškus apie tai, kaip „neveikia ryšys“ ar „reikia dažnai perkrauti kompiuterį“. Tai – auksinės sąlygos studentams manipuliuoti aplinkybėmis, nes techninės problemos galimos labai įvairios. Tačiau dalis studentų tuo gali piktnaudžiauti."
205,"Tikėtis, kad visi yra motyvuoti intensyviai ir sąžiningai mokytis – naivu. Juk ir fizinėje aplinkoje kai kurie nuolat ieško būdų, kaip nusirašinėti ar kitaip sukčiauti – virtualioje erdvėje šiam tikslui suteikiama gerokai didesnė laisvė."
206,"Žvelgiant į ateitį, rekomenduočiau prasidėjus masiniam nuotoliniam mokymui Lietuvoje, po dviejų ar trijų savaičių įvertinti, kaip sekėsi: kas įgyvendinta, išmokta, kokie tikslai pasiekti, kokios problemos stabdė ugdymo procesą, o kas pavyko sklandžiai. Galbūt netgi vėl padaryti pertrauką ir pakoreguoti darbo eigą."
207,"Neįgyvendintas studijų procesas bus kompensuotas tik dalinai, todėl susitaikyti su tam tikrais nuostoliais reikia jau dabar."
208,"Kol viskas pilnai neišbandyta, negalima žinoti, kas gali apsunkinti procesą. O iššūkių gali būti visokių: jau dabar iš abiejų pusių – tiek iš mokyklos ar universiteto, tiek iš moksleivių ar studentų – kyla klausimai dėl žmonių turimų gebėjimų, ugdymo proceso vykdymo sklandumo, techninių galimybių ir su įranga susijusių problemų."
209,"Nesmagu tai, kad nuotolinėmis studijomis šiuo metu kai kurie operuoja kaip ugdymo proceso išgelbėjimu koronaviruso akivaizdoje, užtikrinant prieš tai buvusią kokybę. Taip nebus – šiandien svarbu aiškiai tai suvokti. Neįgyvendintas studijų procesas bus kompensuotas tik dalinai, todėl susitaikyti su tam tikrais nuostoliais reikia jau dabar. Deja, bet taip verčia dabartinė aplinka ir susidariusi ekstremali situacija."
210,"Susidūrus su problemomis pirmomis nuotolinių studijų dienomis, raginu visus nenuleisti rankų ir bandyti surasti tas priemones ir būdus, kurie leistų mokymo(si) procesą virtualioje erdvėje kuo labiau priartinti prie mums įprasto studijų proceso."
211,Jonas Čeponis yra Kauno technologijos universiteto studijų prorektorius.
212,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
213,"59,88 Eur/met."
214,Jūs gausite:
215,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
216,"

Turite dovanų kodą?
"
217,Nurodytos kainos galioja tik fiziniams asmenims.
218,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
219,< Grįžti atgal
220,< Grįžti atgal
221,< Grįžti atgal
222,"Nesi registruotas skaitytojas?
            Registruokis
"
223,< Grįžti atgal
224,Esi registruotas skaitytojas? Prisijunk
225,< Grįžti atgal
226,=======================================================================
227,8
228,=======================================================================
229,"„Vienintelė formali sąlyga yra tėvų sutikimas dėl vaiko dalyvavimo veiklose. Tėvai, kurių vaikai tęsia popamokines veiklas nuotoliniu būdu, turėtų paslaugos teikėjams pateikti savo sutikimus dėl vaiko dalyvavimo veiklose. Sutikimai gali būti duoti įvairiomis formomis, taip pat ir elektroniniu paštu. Tik svarbu identifikuoti, kas tą sutikimą davė,“ – antradienį pranešime nurodo ministerija."
230,"Pasak jos, nuotoliniu būdu vykdomų neformaliojo vaikų švietimo programų stebėseną, kaip ir įprastai, atliks savivaldybės."
231,Karantinui pasibaigus teikėjai paruoš trumpą ataskaitą už visą karantino laikotarpį.
232,"Tems paslaugų tiekėjams, kurie negali pasiūlyti užsiėmimų nuotoliniu būdu ir turi priverstinai skelbti prastovą, tikslinis finansavimas nebus skiriamas, bus mokamos valstybės nustatytos subsidijos."
233,"Anot ministerijos, tai aktualiausia sporto būreliams. Dėl subsidijų skyrimo tvarkos siūloma susipažinti Socialinės apsaugos ir darbo ministerijos nuorodoje."
234,"Švietimo, mokslo ir sporto ministerijos kovo mėnesio apklausos duomenimis, apie 76 proc. neformaliojo vaikų švietimo teikėjų veiklas planuoja vykdyti nuotoliniu būdu."
235,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
236,"59,88 Eur/met."
237,Jūs gausite:
238,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
239,"

Turite dovanų kodą?
"
240,Nurodytos kainos galioja tik fiziniams asmenims.
241,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
242,< Grįžti atgal
243,< Grįžti atgal
244,< Grįžti atgal
245,"Nesi registruotas skaitytojas?
            Registruokis
"
246,< Grįžti atgal
247,Esi registruotas skaitytojas? Prisijunk
248,< Grįžti atgal
249,=======================================================================
250,9
251,=======================================================================
252,"Nekalbėsim apie Pitagoro kelnes, astronomiją, biologiją ar literatūrą. Kartais jis net pagalvoja: kam vargau tiek metų, galėjau per pusvalandį išmokti tas dvi formules, ir rezultatas būtų tas pats. Kas ten vyksta toje mokykloje – irgi geriau nežinoti, tik susinervinsi. Gerai, kad tie mokiniai būna kažkur uždaryti iki 15 valandos, bent nesivalkioja gatvėmis ir nesėdi prie kompiuterio nuo ryto iki nakties."
253,"O ir patys mokiniai, kai jiems sako, kad mokymasis – tai pasiruošimas gyvenimui, iš karto supranta, kad mokykla – tai ne gyvenimas, tik pasiruošimas. Tik laukimas, kol gyvenimas prasidės. Nes tikrasis gyvenimas prasideda, kai baigiasi tas neįdomus, nereikalingas, nuobodus negyvenimas, tas pasiruošimas – po pamokų, arba penktadienį, arba, kai atostogos. Dar ir virusas visai neblogai – įpučia tikro gyvenimo džiaugsmo ir vilties."
254,"Kaip tie mūsų virusinio gyvenimo pokyčiai išryškina, padidina visokiausius procesus ir problemas. Iki šiol – nematomus, nepastebimus. Procesus, kurie gal ir būtų pasilikę kažkur sąmonės paraštėje: vyksta kažkas, kažkur ir kažkaip – ir gerai. Nesigilinkim, nekomplikuokim, nes tik galva paskaus. Geriau negalvoti, kad kamščiai miestuose išnyko ne tik todėl, kad visi dirba į namus ir iš namų, bet todėl, kad nutrūko pamokos ir paskaitos. Geriau nematyti, kad tai mokiniai, mokytojai ir studentai užkimšdavo gatves. Nes dar išaiškės, kad Lietuvoje yra beveik pusė milijono studentų ir mokinių. O dar maždaug 50 tūkstančių mokytojų ir apie 10 tūkstančių dėstytojų. Ko gero, kas penktas žmogus pats mokosi arba moko kitus."
255,"Kaip tie mūsų virusinio gyvenimo pokyčiai išryškina, padidina visokiausius procesus ir problemas. Iki šiol – nematomus, nepastebimus."
256,"Kaip gerai, kad mokyklose startavusi nuotolinio mokymo technika šiandien neišlaikė įtampos ir nulūžo. Atsirado pauzė ir galimybė pagalvoti, ar tas nuotolinis mokymas nors kažkuo skiriasi nuo paprasčiausio paskaitų, pamokų, seminarų ir senų užduočių perkėlimo ir demonstravimo ekrane. Nuo mokyklinės rutinos. Nuotoliniame mokyme gal nereikėtų organizuoti – kaip senoje mokykloje per dieną 5-6-7 pamokų. Gal pakaktų tik 2-3-4. Gal ir pamokų struktūrą būtų galima paįvairinti, pakeisti. Pirmadienį dėstyti tik vieną dalyką, pavyzdžiui, chemiją ir galbūt pakalbėti apie to dalyko ryšį, sąsajas su kitais dalykais – fizika ir biologija, o gal net ir su matematika."
257,"Antradienį – sujungti istoriją su geografija, kad neatsitiktų, kaip tam veikėjui, kuris baigė gimnaziją ir liko įsitikinęs, kad buvo du Magelanai ir du Kolumbai. Mat apie vieną Magelaną ir Kolumbą jis buvo sužinojęs iš septintos klasės istorijos, o apie kitą Magelaną ir Kolumbą – iš aštuntos klasės geografijos. Ir tie istorijos ir geografijos magelanai ir kolumbai niekada nesusitiko jo galvoje."
258,"Trečiadienį – reikėtų pagalvoti, kas galėjo sėdėti prie vieno stalo ir gerti vyną kartu su kokiu Liudviku XVI-uoju: koks tuo metu gyvenęs rašytojas, tapytojas, kompozitorius, mokslininkas ir filosofas. Nes rašytojai, tikriausiai, guli atskirame žinių stalčiuje (iš literatūros), kompozitoriai miega muzikos istorijos spintoje, tapytojai ilsisi meno istorijos dausose, o fizikai ir matematikai darbuojasi tiksliųjų mokslų vadovėliuose. Jie niekada nesusitinka mokinių galvose ir todėl prie vieno stalo atsisėsti negali."
259,"Nuotolinio mokymo dėka gali išaiškėti, kad nei virtualiai, nei realiai fiziškai neįmanoma dirbti su 30 mokinių vienu metu."
260,"Reikia turėti omenyje, kad nuotolinio mokymo motyvacija bus ne visai tokia, kaip kompiuteriniuose žaidimuose. Pradėję skaityti paskaitas nuotolinio mokymo eksperimente, universiteto dėstytojai nustemba, kad studentai taip susidomi transliacija, jog po seanso keletą valandų neišsijungia. Gal ne visi jie paskaitos metu važinėjosi dviračiu ir nespėjo sugrįžti į paskaitos pabaigą."
261,"Nuotolinio mokymo dėka gali išaiškėti, kad nei virtualiai, nei realiai fiziškai neįmanoma dirbti su 30 mokinių vienu metu. Ir paaiškės, kad su tais 30 mokinių – niekada ir nebūdavo dirbama, nors jie ir sėdėdavo suoluose. Kaip naudinga būtų į nuotolinį mokymą pasižiūrėti, kaip į puikią galimybę sugriauti tą supelijusią mokymo sistemą ir sugalvoti ką nors naujo. Gal atsisakyti egzaminų."
262,"Gal net užsimojus pamažu išnaikinti dalykinį mokymą, eksperimentuoti, testuoti naujas galimybes, o ne kelti į internetą tuos pačius pamokų planus, tas pačias užduotis ir džiaugtis – kokie tie mano mokymai puikūs ir amžini. Nes į nuotolinį mokymą kartais žiūrima kaip į laikiną nelaimę: tuoj-tuoj viskas baigsis ir grįšim prie senų, tradicinių pamokų. Arba sugrįžę į klases, jau būsim pasikeitę, patobulėję – įjungsim kompiuterius ir paleisim savo puikiuosius nuotolinius mokymus, o patys galėsime pailsėti ir atsigerti kavos. Ir viskas liks, kaip buvę, tik kompiuteriškiau, moderniau, nuotoliškiau. Kaip čia panašu į tuos, kurie „sėda ant dietos“, bet tik ir laukia, kada galės nuo tos dietos „nulipti“."
263,"Kaip būtų blogai, jeigu nuotolinis mokymas virstų tiesiog mechanišku mokymu per televiziją – tokiu masiniu mokymu, visus vienu metu surenkant virtualiuose stadionuose. Nuotolinis mokymas galėtų tapti individualizuotu, su-asmenintu, o ne – nu-asmenintu santykiu. Pademonstruoti, kad mokymas yra bendravimas, tokių savotiškų tyrėjų bendruomenių kūrimas, kai grupelė žmonių drauge eina prie tiesos – tyrimo procese, pajusdami tiesų ir žinių atradimo džiaugsmą, o ne patirdami atsibodusių senų tiesų kartojimo neviltį. Kaip būtų gerai, kad nuotolinis mokymas netaptų tokiu monstrišku, masiniu, robotizuotu procesu. Tik čia ir vėl išaiškėtų, kad dirbti tokiu būdu – mokantis, veikiant, ieškant – galima tik nedidelėse grupėse, pageidautina, klasėse, kuriose būtų 10-12, o ne 30 mokinių."
